Month of Month of Booking Date,Park,Park_Tourism_Region,Tr_Name,Year of Month of Booking Date,Visitors,month_year
September,Total,Brisbane,Western Grampians,2022,35,Sep-22
September,Total,Tropical North Queensland,West Coast,2022,2,Sep-22
September,Total,Townsville,West Coast,2022,2,Sep-22
September,Total,Outback,West Coast,2022,4,Sep-22
September,Total,Fraser Coast,West Coast,2022,30,Sep-22
September,Total,Central Queensland,West Coast,2022,5,Sep-22
September,Total,Whitsundays,Tropical North Queensland,2022,57,Sep-22
September,Total,Tropical North Queensland,Tropical North Queensland,2022,11762,Sep-22
September,Total,Townsville,Tropical North Queensland,2022,185,Sep-22
September,Total,Sunshine Coast,Tropical North Queensland,2022,94,Sep-22
September,Total,Outback,Tropical North Queensland,2022,136,Sep-22
September,Total,Mackay,Tropical North Queensland,2022,67,Sep-22
September,Total,"Launceston, Tamar and the North",Tropical North Queensland,2022,6,Sep-22
September,Total,Gold Coast,Tropical North Queensland,2022,14,Sep-22
September,Total,Fraser Coast,Tropical North Queensland,2022,330,Sep-22
September,Total,Darling Downs,Tropical North Queensland,2022,46,Sep-22
September,Total,Central Queensland,Tropical North Queensland,2022,154,Sep-22
September,Total,Bundaberg,Tropical North Queensland,2022,10,Sep-22
September,Total,Brisbane,Tropical North Queensland,2022,30,Sep-22
September,Total,Whitsundays,Townsville,2022,60,Sep-22
September,Total,Tropical North Queensland,Townsville,2022,2173,Sep-22
September,Total,Townsville,Townsville,2022,1569,Sep-22
September,Total,Sunshine Coast,Townsville,2022,64,Sep-22
September,Total,Outback,Townsville,2022,153,Sep-22
September,Total,Mackay,Townsville,2022,160,Sep-22
September,Total,"Launceston, Tamar and the North",Townsville,2022,31,Sep-22
September,Total,Gold Coast,Townsville,2022,8,Sep-22
September,Total,Fraser Coast,Townsville,2022,174,Sep-22
September,Total,Darling Downs,Townsville,2022,62,Sep-22
September,Total,Central Queensland,Townsville,2022,69,Sep-22
September,Total,Brisbane,Townsville,2022,72,Sep-22
September,Total,Tropical North Queensland,The Murray,2022,12,Sep-22
September,Total,Townsville,The Murray,2022,2,Sep-22
September,Total,Sunshine Coast,The Murray,2022,16,Sep-22
September,Total,Outback,The Murray,2022,7,Sep-22
September,Total,Fraser Coast,The Murray,2022,125,Sep-22
September,Total,Brisbane,The Murray,2022,1,Sep-22
September,Total,Whitsundays,Sydney,2022,44,Sep-22
September,Total,Tropical North Queensland,Sydney,2022,808,Sep-22
September,Total,Townsville,Sydney,2022,175,Sep-22
September,Total,Sunshine Coast,Sydney,2022,458,Sep-22
September,Total,Outback,Sydney,2022,41,Sep-22
September,Total,Mackay,Sydney,2022,44,Sep-22
September,Total,"Launceston, Tamar and the North",Sydney,2022,4,Sep-22
September,Total,Gold Coast,Sydney,2022,29,Sep-22
September,Total,Fraser Coast,Sydney,2022,2333,Sep-22
September,Total,Darling Downs,Sydney,2022,89,Sep-22
September,Total,Central Queensland,Sydney,2022,313,Sep-22
September,Total,Brisbane,Sydney,2022,117,Sep-22
September,Total,Whitsundays,Sunshine Coast,2022,75,Sep-22
September,Total,Tropical North Queensland,Sunshine Coast,2022,545,Sep-22
September,Total,Townsville,Sunshine Coast,2022,95,Sep-22
September,Total,Sunshine Coast,Sunshine Coast,2022,10060,Sep-22
September,Total,Outback,Sunshine Coast,2022,54,Sep-22
September,Total,Mackay,Sunshine Coast,2022,98,Sep-22
September,Total,"Launceston, Tamar and the North",Sunshine Coast,2022,1191,Sep-22
September,Total,Gold Coast,Sunshine Coast,2022,43,Sep-22
September,Total,Fraser Coast,Sunshine Coast,2022,4516,Sep-22
September,Total,Darling Downs,Sunshine Coast,2022,832,Sep-22
September,Total,Central Queensland,Sunshine Coast,2022,774,Sep-22
September,Total,Bundaberg,Sunshine Coast,2022,40,Sep-22
September,Total,Brisbane,Sunshine Coast,2022,404,Sep-22
September,Total,Whitsundays,South Coast,2022,69,Sep-22
September,Total,Tropical North Queensland,South Coast,2022,157,Sep-22
September,Total,Townsville,South Coast,2022,24,Sep-22
September,Total,Sunshine Coast,South Coast,2022,203,Sep-22
September,Total,Outback,South Coast,2022,19,Sep-22
September,Total,Mackay,South Coast,2022,3,Sep-22
September,Total,Fraser Coast,South Coast,2022,651,Sep-22
September,Total,Darling Downs,South Coast,2022,29,Sep-22
September,Total,Central Queensland,South Coast,2022,61,Sep-22
September,Total,Brisbane,South Coast,2022,10,Sep-22
September,Total,Tropical North Queensland,Snowy Mountains,2022,78,Sep-22
September,Total,Townsville,Snowy Mountains,2022,3,Sep-22
September,Total,Sunshine Coast,Snowy Mountains,2022,33,Sep-22
September,Total,Mackay,Snowy Mountains,2022,2,Sep-22
September,Total,"Launceston, Tamar and the North",Snowy Mountains,2022,6,Sep-22
September,Total,Fraser Coast,Snowy Mountains,2022,108,Sep-22
September,Total,Central Queensland,Snowy Mountains,2022,2,Sep-22
September,Total,Brisbane,Snowy Mountains,2022,1,Sep-22
September,Total,Tropical North Queensland,Riverland,2022,47,Sep-22
September,Total,Townsville,Riverland,2022,4,Sep-22
September,Total,Sunshine Coast,Riverland,2022,8,Sep-22
September,Total,Outback,Riverland,2022,4,Sep-22
September,Total,"Launceston, Tamar and the North",Riverland,2022,2,Sep-22
September,Total,Fraser Coast,Riverland,2022,61,Sep-22
September,Total,Darling Downs,Riverland,2022,8,Sep-22
September,Total,Central Queensland,Riverland,2022,4,Sep-22
September,Total,Tropical North Queensland,Riverina,2022,19,Sep-22
September,Total,Townsville,Riverina,2022,2,Sep-22
September,Total,Sunshine Coast,Riverina,2022,69,Sep-22
September,Total,Fraser Coast,Riverina,2022,153,Sep-22
September,Total,Darling Downs,Riverina,2022,8,Sep-22
September,Total,Central Queensland,Riverina,2022,6,Sep-22
September,Total,Whitsundays,Queensland Country,2022,18,Sep-22
September,Total,Tropical North Queensland,Queensland Country,2022,299,Sep-22
September,Total,Townsville,Queensland Country,2022,38,Sep-22
September,Total,Sunshine Coast,Queensland Country,2022,3259,Sep-22
September,Total,Outback,Queensland Country,2022,40,Sep-22
September,Total,Mackay,Queensland Country,2022,72,Sep-22
September,Total,"Launceston, Tamar and the North",Queensland Country,2022,251,Sep-22
September,Total,Gold Coast,Queensland Country,2022,29,Sep-22
September,Total,Fraser Coast,Queensland Country,2022,3345,Sep-22
September,Total,Darling Downs,Queensland Country,2022,571,Sep-22
September,Total,Central Queensland,Queensland Country,2022,367,Sep-22
September,Total,Bundaberg,Queensland Country,2022,19,Sep-22
September,Total,Brisbane,Queensland Country,2022,450,Sep-22
September,Total,Tropical North Queensland,Phillip Island,2022,8,Sep-22
September,Total,Sunshine Coast,Phillip Island,2022,22,Sep-22
September,Total,Outback,Phillip Island,2022,3,Sep-22
September,Total,Darling Downs,Phillip Island,2022,6,Sep-22
September,Total,Whitsundays,Peninsula,2022,6,Sep-22
September,Total,Tropical North Queensland,Peninsula,2022,144,Sep-22
September,Total,Townsville,Peninsula,2022,22,Sep-22
September,Total,Sunshine Coast,Peninsula,2022,86,Sep-22
September,Total,Outback,Peninsula,2022,31,Sep-22
September,Total,Mackay,Peninsula,2022,1,Sep-22
September,Total,"Launceston, Tamar and the North",Peninsula,2022,6,Sep-22
September,Total,Fraser Coast,Peninsula,2022,36,Sep-22
September,Total,Darling Downs,Peninsula,2022,1,Sep-22
September,Total,Central Queensland,Peninsula,2022,28,Sep-22
September,Total,Brisbane,Peninsula,2022,2,Sep-22
September,Total,Whitsundays,Outback Queensland,2022,20,Sep-22
September,Total,Tropical North Queensland,Outback Queensland,2022,449,Sep-22
September,Total,Townsville,Outback Queensland,2022,33,Sep-22
September,Total,Sunshine Coast,Outback Queensland,2022,271,Sep-22
September,Total,Outback,Outback Queensland,2022,31,Sep-22
September,Total,Mackay,Outback Queensland,2022,136,Sep-22
September,Total,"Launceston, Tamar and the North",Outback Queensland,2022,2,Sep-22
September,Total,Fraser Coast,Outback Queensland,2022,590,Sep-22
September,Total,Darling Downs,Outback Queensland,2022,38,Sep-22
September,Total,Central Queensland,Outback Queensland,2022,1572,Sep-22
September,Total,Bundaberg,Outback Queensland,2022,19,Sep-22
September,Total,Brisbane,Outback Queensland,2022,52,Sep-22
September,Total,Whitsundays,Outback NSW,2022,10,Sep-22
September,Total,Tropical North Queensland,Outback NSW,2022,127,Sep-22
September,Total,Townsville,Outback NSW,2022,22,Sep-22
September,Total,Sunshine Coast,Outback NSW,2022,94,Sep-22
September,Total,Outback,Outback NSW,2022,7,Sep-22
September,Total,Mackay,Outback NSW,2022,2,Sep-22
September,Total,Gold Coast,Outback NSW,2022,3,Sep-22
September,Total,Fraser Coast,Outback NSW,2022,301,Sep-22
September,Total,Darling Downs,Outback NSW,2022,26,Sep-22
September,Total,Central Queensland,Outback NSW,2022,70,Sep-22
September,Total,Brisbane,Outback NSW,2022,4,Sep-22
September,Total,Townsville,North West,2022,6,Sep-22
September,Total,Sunshine Coast,North West,2022,20,Sep-22
September,Total,"Launceston, Tamar and the North",North West,2022,8,Sep-22
September,Total,Fraser Coast,North West,2022,47,Sep-22
September,Total,Darling Downs,North West,2022,1,Sep-22
September,Total,Whitsundays,North Coast NSW,2022,65,Sep-22
September,Total,Tropical North Queensland,North Coast NSW,2022,542,Sep-22
September,Total,Townsville,North Coast NSW,2022,91,Sep-22
September,Total,Sunshine Coast,North Coast NSW,2022,1669,Sep-22
September,Total,Outback,North Coast NSW,2022,44,Sep-22
September,Total,Mackay,North Coast NSW,2022,50,Sep-22
September,Total,"Launceston, Tamar and the North",North Coast NSW,2022,48,Sep-22
September,Total,Gold Coast,North Coast NSW,2022,226,Sep-22
September,Total,Fraser Coast,North Coast NSW,2022,1724,Sep-22
September,Total,Darling Downs,North Coast NSW,2022,608,Sep-22
September,Total,Central Queensland,North Coast NSW,2022,550,Sep-22
September,Total,Bundaberg,North Coast NSW,2022,22,Sep-22
September,Total,Brisbane,North Coast NSW,2022,207,Sep-22
September,Total,Whitsundays,New England North West,2022,2,Sep-22
September,Total,Tropical North Queensland,New England North West,2022,51,Sep-22
September,Total,Townsville,New England North West,2022,2,Sep-22
September,Total,Sunshine Coast,New England North West,2022,341,Sep-22
September,Total,Outback,New England North West,2022,17,Sep-22
September,Total,Mackay,New England North West,2022,12,Sep-22
September,Total,"Launceston, Tamar and the North",New England North West,2022,7,Sep-22
September,Total,Gold Coast,New England North West,2022,5,Sep-22
September,Total,Fraser Coast,New England North West,2022,493,Sep-22
September,Total,Darling Downs,New England North West,2022,133,Sep-22
September,Total,Central Queensland,New England North West,2022,61,Sep-22
September,Total,Bundaberg,New England North West,2022,4,Sep-22
September,Total,Brisbane,New England North West,2022,21,Sep-22
September,Total,Tropical North Queensland,"Murray River, Lakes and Coorong",2022,48,Sep-22
September,Total,Whitsundays,Melbourne,2022,41,Sep-22
September,Total,Tropical North Queensland,Melbourne,2022,547,Sep-22
September,Total,Townsville,Melbourne,2022,103,Sep-22
September,Total,Sunshine Coast,Melbourne,2022,396,Sep-22
September,Total,Outback,Melbourne,2022,87,Sep-22
September,Total,Mackay,Melbourne,2022,71,Sep-22
September,Total,"Launceston, Tamar and the North",Melbourne,2022,29,Sep-22
September,Total,Gold Coast,Melbourne,2022,14,Sep-22
September,Total,Fraser Coast,Melbourne,2022,1231,Sep-22
September,Total,Darling Downs,Melbourne,2022,52,Sep-22
September,Total,Central Queensland,Melbourne,2022,204,Sep-22
September,Total,Bundaberg,Melbourne,2022,3,Sep-22
September,Total,Brisbane,Melbourne,2022,38,Sep-22
September,Total,Outback,Mallee,2022,2,Sep-22
September,Total,Fraser Coast,Mallee,2022,4,Sep-22
September,Total,Whitsundays,Mackay,2022,625,Sep-22
September,Total,Tropical North Queensland,Mackay,2022,382,Sep-22
September,Total,Townsville,Mackay,2022,146,Sep-22
September,Total,Sunshine Coast,Mackay,2022,191,Sep-22
September,Total,Outback,Mackay,2022,45,Sep-22
September,Total,Mackay,Mackay,2022,1006,Sep-22
September,Total,"Launceston, Tamar and the North",Mackay,2022,2,Sep-22
September,Total,Gold Coast,Mackay,2022,4,Sep-22
September,Total,Fraser Coast,Mackay,2022,291,Sep-22
September,Total,Darling Downs,Mackay,2022,23,Sep-22
September,Total,Central Queensland,Mackay,2022,279,Sep-22
September,Total,Brisbane,Mackay,2022,2,Sep-22
September,Total,Tropical North Queensland,Macedon,2022,50,Sep-22
September,Total,Townsville,Macedon,2022,10,Sep-22
September,Total,Sunshine Coast,Macedon,2022,34,Sep-22
September,Total,Outback,Macedon,2022,22,Sep-22
September,Total,Fraser Coast,Macedon,2022,194,Sep-22
September,Total,Darling Downs,Macedon,2022,6,Sep-22
September,Total,Central Queensland,Macedon,2022,37,Sep-22
September,Total,Bundaberg,Macedon,2022,10,Sep-22
September,Total,Brisbane,Macedon,2022,12,Sep-22
September,Total,Tropical North Queensland,Litchfield Kakadu Arnhem,2022,13,Sep-22
September,Total,Sunshine Coast,Litchfield Kakadu Arnhem,2022,13,Sep-22
September,Total,Tropical North Queensland,Limestone Coast,2022,8,Sep-22
September,Total,Townsville,Limestone Coast,2022,6,Sep-22
September,Total,Sunshine Coast,Limestone Coast,2022,22,Sep-22
September,Total,Fraser Coast,Limestone Coast,2022,3,Sep-22
September,Total,Tropical North Queensland,Launceston and the North,2022,9,Sep-22
September,Total,Townsville,Launceston and the North,2022,14,Sep-22
September,Total,Sunshine Coast,Launceston and the North,2022,19,Sep-22
September,Total,Outback,Launceston and the North,2022,8,Sep-22
September,Total,Fraser Coast,Launceston and the North,2022,53,Sep-22
September,Total,Darling Downs,Launceston and the North,2022,8,Sep-22
September,Total,Central Queensland,Launceston and the North,2022,1,Sep-22
September,Total,Tropical North Queensland,Lasseter,2022,6,Sep-22
September,Total,Outback,Lasseter,2022,3,Sep-22
September,Total,Fraser Coast,Lasseter,2022,2,Sep-22
September,Total,Central Queensland,Lasseter,2022,2,Sep-22
September,Total,Tropical North Queensland,Lakes,2022,30,Sep-22
September,Total,Sunshine Coast,Lakes,2022,9,Sep-22
September,Total,Outback,Lakes,2022,10,Sep-22
September,Total,Mackay,Lakes,2022,2,Sep-22
September,Total,Fraser Coast,Lakes,2022,34,Sep-22
September,Total,Darling Downs,Lakes,2022,13,Sep-22
September,Total,Central Queensland,Lakes,2022,15,Sep-22
September,Total,Bundaberg,Lakes,2022,2,Sep-22
September,Total,Brisbane,Lakes,2022,2,Sep-22
September,Total,Fraser Coast,Katherine Daly,2022,2,Sep-22
September,Total,Tropical North Queensland,Kangaroo Island,2022,2,Sep-22
September,Total,Sunshine Coast,Kangaroo Island,2022,10,Sep-22
September,Total,Whitsundays,Hunter,2022,20,Sep-22
September,Total,Tropical North Queensland,Hunter,2022,520,Sep-22
September,Total,Townsville,Hunter,2022,60,Sep-22
September,Total,Sunshine Coast,Hunter,2022,202,Sep-22
September,Total,Outback,Hunter,2022,43,Sep-22
September,Total,Mackay,Hunter,2022,42,Sep-22
September,Total,"Launceston, Tamar and the North",Hunter,2022,11,Sep-22
September,Total,Gold Coast,Hunter,2022,12,Sep-22
September,Total,Fraser Coast,Hunter,2022,1320,Sep-22
September,Total,Darling Downs,Hunter,2022,53,Sep-22
September,Total,Central Queensland,Hunter,2022,124,Sep-22
September,Total,Bundaberg,Hunter,2022,2,Sep-22
September,Total,Tropical North Queensland,Hobart and the South,2022,48,Sep-22
September,Total,Townsville,Hobart and the South,2022,9,Sep-22
September,Total,Sunshine Coast,Hobart and the South,2022,46,Sep-22
September,Total,Outback,Hobart and the South,2022,6,Sep-22
September,Total,Gold Coast,Hobart and the South,2022,5,Sep-22
September,Total,Fraser Coast,Hobart and the South,2022,145,Sep-22
September,Total,Darling Downs,Hobart and the South,2022,18,Sep-22
September,Total,Central Queensland,Hobart and the South,2022,23,Sep-22
September,Total,Brisbane,Hobart and the South,2022,4,Sep-22
September,Total,Whitsundays,High Country,2022,21,Sep-22
September,Total,Tropical North Queensland,High Country,2022,123,Sep-22
September,Total,Townsville,High Country,2022,19,Sep-22
September,Total,Sunshine Coast,High Country,2022,125,Sep-22
September,Total,Outback,High Country,2022,2,Sep-22
September,Total,Mackay,High Country,2022,4,Sep-22
September,Total,Fraser Coast,High Country,2022,66,Sep-22
September,Total,Central Queensland,High Country,2022,33,Sep-22
September,Total,Brisbane,High Country,2022,8,Sep-22
September,Total,Tropical North Queensland,Great Ocean Road,2022,45,Sep-22
September,Total,Townsville,Great Ocean Road,2022,11,Sep-22
September,Total,Sunshine Coast,Great Ocean Road,2022,52,Sep-22
September,Total,Outback,Great Ocean Road,2022,4,Sep-22
September,Total,Mackay,Great Ocean Road,2022,2,Sep-22
September,Total,Fraser Coast,Great Ocean Road,2022,75,Sep-22
September,Total,Darling Downs,Great Ocean Road,2022,8,Sep-22
September,Total,Central Queensland,Great Ocean Road,2022,18,Sep-22
September,Total,Bundaberg,Great Ocean Road,2022,3,Sep-22
September,Total,Brisbane,Great Ocean Road,2022,8,Sep-22
September,Total,Tropical North Queensland,Goulburn,2022,63,Sep-22
September,Total,Sunshine Coast,Goulburn,2022,44,Sep-22
September,Total,Gold Coast,Goulburn,2022,2,Sep-22
September,Total,Fraser Coast,Goulburn,2022,143,Sep-22
September,Total,Central Queensland,Goulburn,2022,4,Sep-22
September,Total,Whitsundays,Gold Coast,2022,37,Sep-22
September,Total,Tropical North Queensland,Gold Coast,2022,188,Sep-22
September,Total,Townsville,Gold Coast,2022,23,Sep-22
September,Total,Sunshine Coast,Gold Coast,2022,3014,Sep-22
September,Total,Outback,Gold Coast,2022,20,Sep-22
September,Total,Mackay,Gold Coast,2022,45,Sep-22
September,Total,"Launceston, Tamar and the North",Gold Coast,2022,64,Sep-22
September,Total,Gold Coast,Gold Coast,2022,117,Sep-22
September,Total,Fraser Coast,Gold Coast,2022,2179,Sep-22
September,Total,Darling Downs,Gold Coast,2022,287,Sep-22
September,Total,Central Queensland,Gold Coast,2022,376,Sep-22
September,Total,Bundaberg,Gold Coast,2022,6,Sep-22
September,Total,Brisbane,Gold Coast,2022,418,Sep-22
September,Total,Tropical North Queensland,Gladstone,2022,17,Sep-22
September,Total,Townsville,Gladstone,2022,11,Sep-22
September,Total,Sunshine Coast,Gladstone,2022,18,Sep-22
September,Total,Fraser Coast,Gladstone,2022,88,Sep-22
September,Total,Darling Downs,Gladstone,2022,3,Sep-22
September,Total,Central Queensland,Gladstone,2022,109,Sep-22
